ZSHC,Hangzhou Xiaoshan International Airport,CN,30.1346,-120.2602,14220266,3600
KMSP,Minneapolis-Saint Paul International Airport,US,44.5255,93.1318,3840528,3355
YMML,Melbourne Airport,AU,-37.4024,-144.5035,347328,3657
OTHH,Hamad International Airport,QA,25.1623,-51.3629,2031420,4250
KDTW,Detroit Metropolitan Airport,US,42.1245,83.2112,6641798,3659
LFPO,Orly Airport,FR,48.4324,-2.2246,13688533,3650
KFLL,Fort Lauderdale-Hollywood International Airport,US,26.0421,80.091,9749050,2743
VOBL,Kempegowda International Airport,IN,13.1225,-77.4215,6651754,4000
EIDW,Dublin Airport,IE,53.2517,6.1612,2780365,2637
LTFJ,Sabiha Gökçen International Airport,TR,40.5354,-29.1833,2252756,3000
LSZH,Zürich Airport,CH,47.2753,-8.3257,4118445,3700
EKCH,Copenhagen Airport,DK,55.3705,-12.3922,3442499,3600
KPHL,Philadelphia International Airport,US,39.5548,75.0441,4207103,3202
UUDD,Domodedovo International Airport,RU,55.2431,-37.5422,23877724,3800
KLGA,LaGuardia Airport,US,40.4638,73.5221,15486620,2134
LEPA,Palma de Mallorca Airport,ES,39.3306,-2.442,832346,3270
LPPT,Lisbon Portela Airport,PT,38.4627,9.0803,6480381,3805
RJBB,Kansai International Airport,JP,34.2603,-135.1359,5914492,3500
ENGM,Oslo Airport Gardermoen,NO,60.121,-11.0502,1544791,3600
EGCC,Manchester Airport,GB,53.2114,2.163,8515902,3048
SKBO,El Dorado International Airport,CO,4.4205,74.0849,10932577,3800
EGSS,London Stansted Airport,GB,51.5306,-0.1406,15844512,3049
ZHCC,Zhengzhou Xinzheng International Airport,CN,34.3111,-113.5028,8757329,3400
LOWW,Vienna International Airport,AT,48.0637,-16.3411,3859776,3500
VVNB,Noi Bai International Airport,VN,21.125,-105.4811,7529487,3200
ESSA,Stockholm Arlanda Airport,SE,59.3907,-17.5507,2651763,3301
OERK,King Khalid International Airport,SA,24.5728,-46.4156,194613,4205
ZSAM,Xiamen Gaoqi International Airport,CN,24.3239,-118.0741,4079307,3400
KBWI,Baltimore-Washington International Airport,US,39.15,76.4006,4979700,3201
RKPC,Jeju International Airport,KR,33.3041,-126.2935,1153272,3000
CYVR,Vancouver International Airport,CA,49.1141,123.1102,3387319,3505
LTAI,Antalya Airport,TR,36.5401,-30.4734,593455,3400
EBBR,Brussels Airport,BE,50.5405,-4.2904,6145935,3638
ZGHA,Changsha Huanghua International Airport,CN,28.1148,-113.1316,11760267,3200
MMUN,Cancún International Airport,MX,21.0212,86.5237,45169,3500
LIMC,Milan-Malpensa Airport,IT,45.3748,-8.4323,1593010,3920
RKSS,Gimpo International Airport,KR,37.3329,-126.4728,9052251,3200
ZSQD,Qingdao Liuting International Airport,CN,36.1558,-120.2226,6569003,3400
ZHHH,Wuhan Tianhe International Airport,CN,30.4701,-114.185,7673895,3400
EDDL,Düsseldorf Airport,DE,51.1722,-6.46,6396456,3000
KSLC,Salt Lake City International Airport,US,40.4718,111.5841,2010443,3658
LGAV,Athens International Airport,GR,37.5611,-23.565,2486571,4000
ZJHK,Haikou Meilan International Airport,CN,19.5605,-110.2732,1859145,3600
RJCC,New Chitose Airport,JP,42.4631,-141.4135,683928,3000
KDCA,Ronald Reagan Washington National Airport,US,38.5108,77.0216,3849701,2185
WADD,Ngurah Rai International Airport,ID,-8.4453,-115.1005,4756230,3000
OMAA,Abu Dhabi International Airport,AE,24.2559,-54.3904,118612,4100
ZBTJ,Tianjin Binhai International Airport,CN,39.0728,-117.2046,12907140,3600
ZJSY,Sanya Phoenix International Airport,CN,18.181,-109.2443,720174,3400
RJFF,Fukuoka Airport,JP,33.3504,-130.2707,7095521,2800
ZWWW,Ürümqi Diwopu International Airport,CN,43.5426,-87.2827,3407623,3600
LLBG,Ben Gurion Airport,IL,32.0034,-34.5258,3483332,4062
YBBN,Brisbane Airport,AU,-27.23,-153.0705,2493285,3300
KIAD,Washington Dulles International Airport,US,38.564,77.2721,3714419,3505
KMDW,Midway International Airport,US,41.471,87.4509,5057256,1988
KSAN,San Diego International Airport,US,32.4401,117.1124,4236895,2865
EDDT,Berlin Tegel Airport,DE,52.3335,-13.1716,5633460,3023
WARR,Juanda International Airport,ID,-7.2247,-112.4713,10192061,3000
UUWW,Vnukovo International Airport,RU,55.3546,-37.1603,13676698,3500
SPJC,Jorge Chávez International Airport,PE,-12.0119,77.0652,17948870,3507
FAOR,O. R. Tambo International Airport,ZA,-26.0821,-28.1446,10868956,4418
EFHK,Helsinki Airport,FI,60.1902,-24.5748,2284906,3500
SBSP,São Paulo-Congonhas Airport,BR,-23.3734,46.3923,27722078,1940
ROAH,Naha Airport,JP,26.1145,-127.3846,41981,3000
NZAA,Auckland Airport,NZ,-37.0029,-174.4731,1575524,3635
ZYHB,Harbin Taiping International Airport,CN,45.3724,-126.15,2499011,3200
ZUGY,Guiyang Longdongbao International Airport,CN,26.3219,-106.4804,2414251,3200
KTPA,Tampa International Airport,US,27.5832,82.32,2447053,3353
VOMM,Chennai International Airport,IN,12.5856,-80.0949,3552946,3658
CYUL,Montréal-Pierre Elliott Trudeau International Airport,CA,45.2814,73.4427,5676803,3353
PHNL,Daniel K. Inouye International Airport,US,21.1907,157.5523,0,3753
KPDX,Portland International Airport,US,45.3519,122.3553,2329740,3353
ZYTX,Shenyang Taoxian International Airport,CN,41.3824,-123.2902,7096985,3200
LEMG,Málaga Airport,ES,36.403,4.2957,1338913,3200
VECC,Netaji Subhas Chandra Bose International Airport,IN,22.3917,-88.2648,43147100,3627
ZYTL,Dalian Zhoushuizi International Airport,CN,38.5756,-121.3217,1984379,3300
VTSP,Phuket International Airport,TH,8.0647,-98.19,891992,3000
ULLI,Pulkovo Airport,RU,59.4801,-30.1545,4832181,3780
EPWA,Warsaw Chopin Airport,PL,52.0957,-20.5802,2939399,3690
LSGG,Geneva Airport,CH,46.1418,-6.0634,2121319,3900
OIII,Mehrabad International Airport,IR,35.4121,-51.1849,5086349,4038
CYYC,Calgary International Airport,CA,51.0721,114.0047,1397367,4267
SCEL,Comodoro Arturo Merino Benítez International Airport,CL,-33.2334,70.4708,9490807,3800
EDDH,Hamburg Airport,DE,53.3749,-9.5928,2688227,3250
VOHS,Rajiv Gandhi International Airport,IN,17.1424,-78.2541,5224254,4260
SBBR,Brasília International Airport,BR,-15.5209,47.5515,202062,3300
LKPR,Václav Havel Airport Prague,CZ,50.0629,-14.163,2494426,3715
EGGW,Luton Airport,GB,51.5229,0.2206,15555624,2162
ZSJN,Jinan Yaoqiang International Airport,CN,36.5126,-117.1258,8809626,3601
RKPK,Gimhae International Airport,KR,35.1046,-128.5617,4547547,3200
SBGL,Rio de Janeiro-GaleÃ£o International Airport,BR,-22.4836,43.1502,6235405,4000
HECA,Cairo International Airport,EG,30.0719,-31.242,26820138,3301
LTAC,EsenboÄŸa International Airport,TR,40.0741,-32.5942,1377830,3750
KDAL,Dallas Love Field,US,32.505,96.5106,1078645,2682
RJOO,Osaka International Airport,JP,34.4704,-135.262,12723655,3000
ZGNN,Nanning Wuxu International Airport,CN,22.363,-108.1019,800119,3200
LHBP,Budapest Ferenc Liszt International Airport,HU,47.2622,-19.1543,4392446,3700
MPTO,Tocumen International Airport,PA,9.0417,79.2301,1592895,3050
KSTL,Lambert-St. Louis International Airport,US,38.445,90.2141,2564725,3359
ZSFZ,Fuzhou Changle International Airport,CN,25.5606,-119.3947,3843186,3609
MMGL,Guadalajara International Airport,MX,20.3118,103.184,1662258,4000
EGPH,Edinburgh Airport,GB,55.57,3.2221,1323762,2556
KBNA,Nashville International Airport,US,36.0736,86.4055,1117236,3362
LEAL,Alicante-Elche Airport,ES,38.1656,0.3329,852033,3000
KAUS,Austin-Bergstrom International Airport,US,30.114,97.4012,526743,3734
ZLLL,Lanzhou Zhongchuan International Airport,CN,36.3054,-103.3712,1983168,3600
LFMN,Nice CÃ´te d'Azur Airport,FR,43.3955,-7.1254,2359747,2960
SABE,Aeroparque Jorge Newbery,AR,-34.3332,58.2459,4755174,2100
ZBYN,Taiyuan Wusu International Airport,CN,37.4449,-112.3741,963282,3600
WAAA,Sultan Hasanuddin International Airport,ID,-5.0342,-119.3314,5079782,3500
ZSCN,Nanchang Changbei International Airport,CN,28.5154,-115.54,601422,3400
KHOU,William P. Hobby Airport,US,29.3844,95.1644,2083800,2317
GCLP,Gran Canaria Airport,ES,27.5555,15.2312,0,3100
KOAK,Oakland International Airport,US,37.4317,122.1316,5187787,3206
EGBB,Birmingham Airport,GB,52.2714,1.4453,3009265,3052
ZYCC,Changchun Longjia International Airport,CN,43.5946,-125.4106,3388258,3200
EDDK,Cologne Bonn Airport,DE,50.5157,-7.0834,3330727,3815
LIME,Il Caravaggio International Airport,IT,45.4008,-9.4201,7116796,2934
LTBJ,Adnan Menderes Airport,TR,38.1721,-27.0918,1318290,3240
LROP,Henri Coandă International Airport,RO,44.3416,-26.0506,4530099,3500
EDDB,Berlin Schönefeld Airport,DE,52.2243,-13.3114,5341366,3600
UKBB,Boryspil International Airport,UA,50.2041,-30.5336,4843925,4000
KSJC,San Jose International Airport,US,37.2146,121.5544,1244161,3353
YPPH,Perth Airport,AU,-31.5625,-115.5801,331852,3444
ZBHH,Hohhot Baita International Airport,CN,40.5105,-111.4926,845117,3201
KMSY,Louis Armstrong New Orleans International Airport,US,29.5936,90.1529,434005,3080
SVMI,Simón Bolívar International Airport (Venezuela),VE,10.3611,66.5926,3762887,3610
LPPR,Francisco de Sá Carneiro Airport,PT,41.1408,8.4041,4616441,3480
EDDS,Stuttgart Airport,DE,48.4124,-9.1319,2866273,3345
ZSNB,Ningbo Lishe International Airport,CN,29.4936,-121.2743,1589398,3200
KRDU,Raleigh-Durham International Airport,US,35.524,78.4715,762593,3048
KMCI,Kansas City International Airport,US,39.1751,94.425,2392210,3292
RJGG,Chubu Centrair International Airport,JP,34.513,-136.4818,1704349,3500
OMSJ,Sharjah International Airport,AE,25.1945,-55.3058,1036829,4060
ZBSJ,Shijiazhuang Zhengding International Airport,CN,38.1651,-114.4149,6737081,3400
GCTS,Tenerife-South Airport,ES,28.024,16.3421,161479,3200
ZGSD,Zhuhai Jinwan Airport,CN,22.0025,-113.2234,645245,4120
LIPZ,Venice Marco Polo Airport,IT,45.3019,-12.2107,2278828,3300
ZSOF,Hefei Xinqiao International Airport,CN,31.5928,-116.592,2847392,3400
LFLL,Lyon-Saint-ExupÃ©ry Airport,FR,45.4332,-5.0452,2113114,4000
VTCC,Chiang Mai International Airport,TH,18.46,-98.5745,423911,3100
KSMF,Sacramento International Airport,US,38.4144,121.3528,2397824,2623
VVDN,Da Nang International Airport,VN,16.0238,-108.1156,3540866,3500
MMMY,Monterrey International Airport,MX,25.4642,100.0622,2801953,3000
FACT,Cape Town International Airport,ZA,-33.581,-18.355,223995,3201
KSNA,John Wayne Airport,US,33.4032,117.5205,2222925,1738
SAEZ,Ministro Pistarini International Airport,AR,-34.492,58.3209,19232878,3300
SBCF,Tancredo Neves International Airport,BR,-19.3726,43.5817,90613,3000
RPVM,Mactan-Cebu International Airport,PH,10.1848,-123.5859,2006150,3300
WIMM,Kualanamu International Airport,ID,3.3832,-98.5307,5616487,3750
LICC,Catania-Fontanarossa Airport,IT,37.28,-15.035,1917871,2436
LIRN,Naples International Airport,IT,40.5304,-14.1727,5530171,2628
EGPF,Glasgow Airport,GB,55.5219,4.2559,2665506,2665
BIKF,Keflavík International Airport,IS,63.5906,22.362,56010,3054
VOCI,Cochin International Airport,IN,10.092,-76.2329,7637994,3400
LFBO,Toulouse-Blagnac Airport,FR,43.3806,-1.2204,1449020,3500
LFML,Marseille Provence Airport,FR,43.2612,-5.1254,2430638,3500
SBKP,Viracopos International Airport,BR,-23.0025,47.0804,4456446,3240
VCBI,Bandaranaike International Airport,LK,7.1052,-79.5301,0,3350
LIML,Linate Airport,IT,45.2658,-9.1642,6226941,2442
OKBK,Kuwait International Airport,KW,29.1336,-47.5848,218467,3400
KCLE,Cleveland Hopkins International Airport,US,41.2442,81.5059,3851698,3034
KSAT,San Antonio International Airport,US,29.3136,98.2819,2371099,2592
SBRJ,Santos Dumont Airport,BR,-22.5437,43.0946,8024011,1323
KPIT,Pittsburgh International Airport,US,40.2929,80.1358,1874773,3505
OIMM,Mashhad International Airport,IR,36.1406,-59.3827,649320,3925
KRSW,Southwest Florida International Airport,US,26.321,81.4519,117135,3658
KIND,Indianapolis International Airport,US,39.4302,86.174,575707,3414
ZGKL,Guilin Liangjiang International Airport,CN,25.1305,-110.022,483549,3200
VAAH,Sardar Vallabhbhai Patel International Airport,IN,23.0438,-72.3805,2828156,3599
LPFR,Faro Airport,PT,37.0052,7.5757,244764,2490
OIIE,Tehran Imam Khomeini International Airport,IR,35.2458,-51.0908,871509,4198
GMMN,Mohammed V International Airport,MA,33.2202,7.3523,1713863,3720
LFSB,EuroAirport Basel Mulhouse Freiburg,FR,47.3524,-7.3145,777642,3900
LIPE,Bologna Guglielmo Marconi Airport,IT,44.3207,-11.1719,1347319,2800
OBBI,Bahrain International Airport,BH,26.1615,-50.3801,762166,3956
ZSYT,Yantai Penglai International Airport,CN,37.3926,-120.5913,2141443,3400
WAHH,Adisucipto International Airport,ID,-7.4717,-110.2555,5141464,2200
TJSJ,Luis Muñoz Marín International Airport,PR,18.2621,66.0007,4749207,3170
CYEG,Edmonton International Airport,CA,53.1836,113.3444,582345,3351
EGGD,Bristol Airport,GB,51.2258,2.4309,1486722,2011
YPAD,Adelaide Airport,AU,-34.5642,-138.3152,18767,3100
LEIB,Ibiza Airport,ES,38.5222,-1.2233,7436,2800
LGIR,Heraklion International Airport,GR,35.2023,-25.1049,669633,2682
EBCI,Brussels South Charleroi Airport,BE,50.2736,-4.271,1548071,2550
WBKK,Kota Kinabalu International Airport,MY,5.5641,-116.0332,306912,3780
KCVG,Cincinnati/Northern Kentucky International Airport,US,39.0256,84.4004,2259221,3658
VAPO,Pune Airport,IN,18.3456,-73.5511,963279,2539
MMTJ,Tijuana International Airport,MX,32.3227,116.5812,1466705,2960
LEVC,Valencia Airport,ES,39.2922,0.2854,3491126,3215
SBPA,Salgado Filho International Airport,BR,-29.5938,51.1016,1820515,2280
WALL,Sultan Aji Muhammad Sulaiman Airport,ID,-1.1606,-116.5338,148020,2495
KCMH,Port Columbus International Airport,US,39.5953,82.5331,199756,3086
VAGO,Goa International Airport,IN,15.2251,-73.4953,0,3430
ORBI,Baghdad International Airport,IQ,33.1545,-44.1404,4772534,3301
SBSV,Deputado Luís Eduardo Magalhães International Airport,BR,-12.5431,38.1921,605217,3005
OJAI,Queen Alia International Airport,JO,31.4321,-35.5936,495365,3660
WIHH,Halim Perdanakusuma Airport,ID,-6.1559,-106.5328,10855962,3000
GCRR,Lanzarote Airport,ES,28.5644,13.3619,0,2400
OEDF,King Fahd International Airport,SA,26.2816,-49.4755,35490,4000
WMKP,Penang International Airport,MY,5.175,-100.1637,921243,3352
ZSWX,Sunan Shuofang International Airport,CN,31.294,-120.2544,1453996,3200
OLBA,Beirut-Rafic Hariri International Airport,LB,33.4916,-35.2918,470401,3800
VMMC,Macau International Airport,MO,22.0858,-113.3528,1013095,3420
EVRA,Riga International Airport,LV,56.5525,-23.5816,228189,3200
HKJK,Jomo Kenyatta International Airport,KE,-1.1907,-36.5533,1628611,4117
LBSF,Sofia Airport,BG,42.4142,-23.243,1129593,3600
KMKE,General Mitchell International Airport,US,42.565,87.5348,552157,3045
NZCH,Christchurch International Airport,NZ,-43.2922,-172.3155,66000,3288
SBRF,Recife/Guararapes-Gilberto Freyre International Airport,BR,-8.0735,34.5522,516115,3300
LMML,Malta International Airport,MT,35.5127,-14.2839,0,2377
ESGG,Göteborg Landvetter Airport,SE,57.3936,-12.1728,981781,3299
LFBD,Bordeaux-Mérignac Airport,FR,44.4942,0.4256,349585,3100
EPKK,John Paul II International Airport Kraków-Balice,PL,50.044,-19.4705,1841226,2550
PHOG,Kahului Airport,US,20.5355,156.2552,0,2132
OPKC,Jinnah International Airport,PK,24.5424,-67.0939,1834253,3400
LGTS,Thessaloniki Airport,GR,40.3111,-22.5815,283459,2440
LICJ,Falcone-Borsellino Airport,IT,38.1055,-13.0558,934518,3326
WIDD,Hang Nadim Airport,ID,1.0715,-104.0708,3009041,4025
RCKH,Kaohsiung International Airport,TW,22.3437,-120.21,64674,3150
YBCG,Gold Coast Airport,AU,-28.0954,-153.3022,925779,2492
MROC,Juan Santamaría International Airport,CR,9.5938,84.1232,626194,3012
KBDL,Bradley International Airport,US,41.5621,72.41,1209218,2899
SKRG,José María Córdova International Airport,CO,6.1002,75.2536,595300,3557
SBCT,Afonso Pena International Airport,BR,-25.3152,49.1032,3419155,1800
LEZL,Seville Airport,ES,37.2505,5.5356,392189,3360
DNMM,Murtala Muhammed International Airport,NG,6.3438,-3.1916,7685062,3900
ZLXN,Xining Caojiabao Airport,CN,36.3139,-102.0235,550905,3800
EDDV,Hannover Airport,DE,52.2739,-9.4106,1423344,3800
KPBI,Palm Beach International Airport,US,26.4059,80.0544,2788752,3048
ENBR,Bergen Airport Flesland,NO,60.1737,-5.1305,530030,2990
EGAA,Belfast International Airport,GB,54.3927,6.1257,1288007,2780
NZWN,Wellington International Airport,NZ,-41.1938,-174.4818,58370,2081
LFRS,Nantes Atlantique Airport,FR,47.0925,1.3628,1258367,2900
EHEH,Eindhoven Airport,NL,51.27,-5.2228,1858006,3000
VGHS,Shahjalal International Airport,BD,23.5034,-90.2402,7880050,3200
USSS,Koltsovo Airport,RU,56.4429,-60.4813,1135947,3026
VYYY,Yangon International Airport,MM,16.5426,-96.0759,2476148,3414
RCSS,Taipei Songshan Airport,TW,25.041,-121.3307,8677850,2605
UNNT,Novosibirsk Tolmachevo Airport ,RU,55.0045,-82.3902,100210,3600
LIRA,Ciampino-G. B. Pastine International Airport,IT,41.4758,-12.355,1244352,2208
SEQM,Mariscal Sucre International Airport,EC,-0.0648,78.2131,961577,4100
SBFZ,Pinto Martins - Fortaleza International Airport,BR,-3.4633,38.3156,941551,2545
DTTA,Tunis-Carthage International Airport,TN,36.5104,-10.1338,1803537,3200
UAAA,Almaty International Airport,KZ,43.2119,-77.0241,2360706,4500
GCFV,Fuerteventura Airport,ES,28.271,13.515,0,2140
LYBE,Belgrade Nikola Tesla Airport,RS,44.491,-20.1825,645085,3400
RJFK,Kagoshima Airport,JP,31.4812,-130.4301,1646542,3000
LTAF,Adana ÅžakirpaÅŸa Airport,TR,36.5855,-35.1649,274183,2750
KJAX,Jacksonville International Airport,US,30.2939,81.4116,1343557,3048
FALE,King Shaka International Airport,ZA,-29.37,-31.063,625621,3700
LGRP,Rhodes International Airport,GR,36.2419,-28.051,288738,3305
OSDI,Damascus International Airport,SY,33.2441,-36.3056,660620,3600
LEBB,Bilbao Airport,ES,43.1804,2.5438,1053366,2000
LIRP,Pisa International Airport,IT,43.4102,-10.2333,700327,2993
EGNT,Newcastle Airport,GB,55.0217,1.4123,2679234,2329
URSS,Sochi International Airport,RU,43.27,-39.5724,0,2200
UKFF,Simferopol International Airport,UA,45.0308,-33.5831,806769,3701
WIPP,Sultan Mahmud Badaruddin II International Airport,ID,-2.5401,-104.42,276421,3000
CYOW,Ottawa Macdonald-Cartier International Airport,CA,45.1921,75.4002,736916,3050
WBGG,Kuching International Airport,MY,1.2913,-110.2031,226010,3780
SKCL,Alfonso Bonilla Aragón International Airport,CO,3.3235,76.2253,737447,3000
MMSD,Los Cabos International Airport,MX,23.0906,109.4316,26388,3000
EGGP,Liverpool John Lennon Airport,GB,53.2001,2.5059,3914093,2285
WARS,Achmad Yani International Airport,ID,-6.5817,-110.2226,0,2680
LIBD,Bari Karol Wojtyła Airport,IT,41.082,-16.4538,1063868,3012
PANC,Ted Stevens Anchorage International Airport,US,61.1027,149.5953,376770,3780
EPGD,Gdańsk Lech Wałęsa Airport,PL,54.2239,-18.2758,1311767,2800
KABQ,Albuquerque International Sunport,US,35.0221,106.364,798739,3048
YBCS,Cairns Airport,AU,-16.5309,-145.4518,16997,3156
EYVI,Vilnius Airport,LT,54.3813,-25.1716,750110,2515
EGNX,East Midlands Airport,GB,52.4952,1.194,2036653,2893
VVCR,Cam Ranh International Airport,VN,11.5953,-109.1308,1083393,3048
EPKT,Katowice International Airport,PL,50.2827,-19.0448,4334350,3200
EGLC,London City Airport,GB,51.3019,-0.0319,11152088,1508
KBUR,Bob Hope Airport,US,34.1202,118.2132,14957277,2099
HEGN,Hurghada International Airport,EG,27.1041,-33.4757,30167,4000
GCXO,Tenerife-North Airport,ES,28.2858,16.203,508770,3394
MMPR,Licenciado Gustavo Díaz Ordaz International Airport,MX,20.4048,105.1514,187964,3100
KOMA,Eppley Airfield,US,41.1804,95.5343,70523,2896
KBUF,Buffalo Niagara International Airport,US,42.5626,78.4356,216413,2691
KONT,Ontario International Airport,US,34.0322,117.3604,3216209,3718
UMMS,Minsk National Airport,BY,53.5257,-28.0157,309427,3641
VEGT,Lokpriya Gopinath Bordoloi International Airport,IN,26.0622,-91.3509,1260454,3110
CYWG,Winnipeg James Armstrong Richardson International Airport,CA,49.5436,97.1424,871822,3353
UACC,Astana International Airport,KZ,51.0119,-71.2801,477109,3500
DAAG,Houari Boumediene Airport,DZ,36.4128,-3.1255,1871908,3500
EDDN,Nuremberg Airport,DE,49.2955,-11.0441,1863176,2700
ZPJH,Xishuangbanna Gasa Airport,CN,21.5826,-100.4536,276658,2200
ENVA,Trondheim Airport VÃ¦rnes,NO,63.2727,-10.5527,276739,2999
OPRN,Benazir Bhutto International Airport,PK,33.3659,-73.0557,3263757,3287
VIJP,Jaipur International Airport,IN,26.4927,-75.4844,589342,3505
UBBB,Heydar Aliyev International Airport,AZ,40.2803,-50.0248,1750545,2700
VILK,Chaudhary Charan Singh International Airport,IN,26.4543,-80.53,6571504,2800
LTBS,Dalaman Airport,TR,36.4253,-28.4734,341747,3000
LIEE,Cagliari Elmas Airport,IT,39.1505,-9.0315,841015,2804
ZULS,Lhasa Gonggar Airport,CN,29.1752,-90.5443,34683,4000
OPLA,Allama Iqbal International Airport,PK,31.3117,-74.2412,9435109,2900
CYHZ,Halifax Stanfield International Airport,CA,44.5247,63.3037,288615,3200
FADN,Durban Air Force Base,ZA,-29.5807,-30.5652,1192958,2439
MKJS,Sangster International Airport,JM,18.3013,77.5448,640081,2653
ENZV,Stavanger Airport Sola,NO,58.5236,-5.3816,96063,2556
VTSS,Hat Yai International Airport,TH,6.5559,-100.2335,860731,3050
RPMD,Francisco Bangoy International Airport,PH,7.0732,-125.3846,1704457,3000
VOTV,Trivandrum International Airport,IN,8.2856,-76.5512,0,3400
WIOO,Supadio Airport,ID,-0.0902,-109.2414,1707475,2250
KMEM,Memphis International Airport,US,35.0233,89.5836,661084,3389
VTSG,Krabi Airport,TH,8.0603,-98.5905,735843,3002
URKK,Krasnodar International Airport,RU,45.0205,-39.1014,1115313,2998
LTCG,Trabzon Airport,TR,40.5942,-39.4723,412941,2640
WADL,Lombok International Airport,ID,-8.4529,-116.1634,2854311,2750
WIBB,Sultan Syarif Kasim II International Airport,ID,0.2739,-101.2638,652035,2600
WIPT,Minangkabau International Airport,ID,-0.4712,-100.1652,1229092,3000
LIMF,Turin Airport,IT,45.1209,-7.3858,1736960,3300
EGNM,Leeds Bradford Airport,GB,53.5158,1.3939,4203519,2250
MUHA,José Martí International Airport,CU,22.5921,82.2433,312132,4000
KRNO,Reno-Tahoe International Airport,US,39.2957,119.4605,93642,3353
WICC,Husein Sastranegara International Airport,ID,-6.5402,-107.3434,3898853,2244
